EC_number	UniProt_ID	Protein_Name	Pfam_ID	Species
4.2.1.2	Q7WG65	Fumarate hydratase class II	PF10415	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50)
4.2.1.2	Q7WG65	Fumarate hydratase class II	PF00206	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50)
4.2.1.2	Q81F85	Fumarate hydratase class II	PF10415	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)
4.2.1.2	Q81F85	Fumarate hydratase class II	PF00206	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)
4.2.1.2	Q83CL8	Fumarate hydratase class II	PF10415	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)
4.2.1.2	Q83CL8	Fumarate hydratase class II	PF00206	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)
4.2.1.2	Q88M20	Fumarate hydratase class II	PF10415	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)
4.2.1.2	Q88M20	Fumarate hydratase class II	PF00206	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)
4.2.1.2	Q89XM2	Fumarate hydratase class II 1	PF10415	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)
4.2.1.2	Q89XM2	Fumarate hydratase class II 1	PF00206	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)
4.2.1.2	Q8D2L3	Fumarate hydratase class II	PF10415	Wigglesworthia glossinidia brevipalpis
4.2.1.2	Q8D2L3	Fumarate hydratase class II	PF00206	Wigglesworthia glossinidia brevipalpis
4.2.1.2	Q8F9L0	Fumarate hydratase class II	PF10415	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)
4.2.1.2	Q8F9L0	Fumarate hydratase class II	PF00206	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)
4.2.1.2	Q8FQP8	Fumarate hydratase class II	PF10415	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)
4.2.1.2	Q8FQP8	Fumarate hydratase class II	PF00206	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)
4.2.1.2	Q8YB50	Fumarate hydratase class II	PF10415	Brucella melitensis biotype 1 (strain ATCC 23456 / CCUG 17765 / NCTC 10094 / 16M)
4.2.1.2	Q8YB50	Fumarate hydratase class II	PF00206	Brucella melitensis biotype 1 (strain ATCC 23456 / CCUG 17765 / NCTC 10094 / 16M)
4.2.1.148	A9WC34	Beta-methylmalyl-CoA dehydratase	PF19315	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)
4.2.1.148	Q3IZ78	Mesaconyl-CoA hydratase	PF19315	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
1.1.1.298	P39831	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Escherichia coli (strain K12)
1.1.1.298	P75894	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli (strain K12)
1.1.1.298	P69936	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
1.1.1.298	Q83RE8	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Shigella flexneri
1.1.1.298	Q8FHD2	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
1.1.1.298	Q8X505	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Escherichia coli O157:H7
1.1.1.298	P69935	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Salmonella typhi
1.1.1.298	A7MFX7	Probable malonic semialdehyde reductase RutE	PF00881	Cronobacter sakazakii (strain ATCC BAA-894)
1.1.1.298	B7LFB8	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli (strain 55989 / EAEC)
1.1.1.298	B7NLB8	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli O7:K1 (strain IAI39 / ExPEC)
1.1.1.298	Q0TJ59	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli O6:K15:H31 (strain 536 / UPEC)
1.1.1.298	Q1RDK9	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli (strain UTI89 / UPEC)
1.1.1.298	Q3Z3A5	Probable malonic semialdehyde reductase RutE	PF00881	Shigella sonnei (strain Ss046)
1.1.1.298	A1A9R3	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli O1:K1 / APEC
1.1.1.298	A6T798	Probable malonic semialdehyde reductase RutE	PF00881	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
1.1.1.298	B5YU50	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli O157:H7 (strain EC4115 / EHEC)
1.1.1.298	B7M8Z3	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli O8 (strain IAI1)
1.1.1.298	B7MIF5	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli O45:K1 (strain S88 / ExPEC)
1.1.1.298	B7N3G4	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)
1.1.1.298	C4ZQD6	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli (strain K12 / MC4100 / BW2952)
1.1.1.298	Q8FJ44	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
1.1.1.298	A7ZKB3	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli O139:H28 (strain E24377A / ETEC)
1.1.1.298	A7ZYW3	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli O9:H4 (strain HS)
1.1.1.298	B1IV89	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks)
1.1.1.298	B1X9C9	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli (strain K12 / DH10B)
4.1.3.24	B6E2X2	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Rhodobacter capsulatus
4.1.3.24	Q3J5L6	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
4.1.3.24	S5N020	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase	PF03328	Chloroflexus aurantiacus
4.1.3.24	A9WC35	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase	PF03328	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)
4.1.3.24	A3PGR7	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9)
4.1.3.24	A4WVF5	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3)
4.1.3.24	B9KLE8	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Cereibacter sphaeroides (strain KD131 / KCTC 12085)
4.1.3.24	D5AR83	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)
4.1.3.25	Q3J5L6	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
4.1.3.25	S5N020	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase	PF03328	Chloroflexus aurantiacus
4.1.3.25	A9WC35	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase	PF03328	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)
6.4.1.3	Q5LUF3	Propionyl-CoA carboxylase alpha chain	PF02785	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3)
6.4.1.3	Q5LUF3	Propionyl-CoA carboxylase alpha chain	PF00289	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3)
6.4.1.3	Q5LUF3	Propionyl-CoA carboxylase alpha chain	PF00364	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3)
6.4.1.3	Q5LUF3	Propionyl-CoA carboxylase alpha chain	PF02786	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3)
6.4.1.3	Q5LUF3	Propionyl-CoA carboxylase alpha chain	PF18140	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3)
6.4.1.3	P54541	Putative propionyl-CoA carboxylase beta chain	PF01039	Bacillus subtilis (strain 168)
6.4.1.3	P81185	Propionyl-CoA carboxylase alpha chain	PF00289	Myxococcus xanthus
6.4.1.3	P53003	Propionyl-CoA carboxylase beta chain	PF01039	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)
6.4.1.3	Q168G2	Propionyl-CoA carboxylase beta chain	PF01039	Roseobacter denitrificans (strain ATCC 33942 / OCh 114)
6.4.1.3	Q06101	Propionyl-CoA carboxylase beta chain	PF01039	Rhodococcus erythropolis
6.4.1.3	Q3J4E3	Propionyl-CoA carboxylase beta chain	PF01039	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
5.4.99.2	O86028	Methylmalonyl-CoA mutase	PF02310	Rhizobium meliloti (strain 1021)
5.4.99.2	O86028	Methylmalonyl-CoA mutase	PF01642	Rhizobium meliloti (strain 1021)
5.4.99.2	P11653	Methylmalonyl-CoA mutase large subunit	PF02310	Propionibacterium freudenreichii subsp. shermanii
5.4.99.2	P11653	Methylmalonyl-CoA mutase large subunit	PF01642	Propionibacterium freudenreichii subsp. shermanii
5.4.99.2	P27253	Methylmalonyl-CoA mutase	PF02310	Escherichia coli (strain K12)
5.4.99.2	P27253	Methylmalonyl-CoA mutase	PF01642	Escherichia coli (strain K12)
5.4.99.2	P11652	Methylmalonyl-CoA mutase small subunit	PF01642	Propionibacterium freudenreichii subsp. shermanii
5.4.99.2	Q05065	Methylmalonyl-CoA mutase large subunit	PF02310	Streptomyces virginiae
5.4.99.2	Q05065	Methylmalonyl-CoA mutase large subunit	PF01642	Streptomyces virginiae
5.4.99.2	P9WJK7	Probable methylmalonyl-CoA mutase small subunit	PF01642	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
5.4.99.2	Q05064	Methylmalonyl-CoA mutase small subunit	PF01642	Streptomyces virginiae
5.4.99.2	P9WJK4	Probable methylmalonyl-CoA mutase large subunit	PF02310	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)
5.4.99.2	P9WJK4	Probable methylmalonyl-CoA mutase large subunit	PF01642	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)
5.4.99.2	Q3J4D7	Methylmalonyl-CoA mutase	PF02310	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
5.4.99.2	Q3J4D7	Methylmalonyl-CoA mutase	PF01642	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
5.4.99.2	Q59677	Methylmalonyl-CoA mutase large subunit	PF02310	Porphyromonas gingivalis (strain ATCC BAA-308 / W83)
5.4.99.2	Q59677	Methylmalonyl-CoA mutase large subunit	PF01642	Porphyromonas gingivalis (strain ATCC BAA-308 / W83)
5.4.99.2	P65488	Probable methylmalonyl-CoA mutase large subunit	PF02310	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)
5.4.99.2	P65488	Probable methylmalonyl-CoA mutase large subunit	PF01642	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)
5.4.99.2	P9WJK5	Probable methylmalonyl-CoA mutase large subunit	PF02310	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
5.4.99.2	P9WJK5	Probable methylmalonyl-CoA mutase large subunit	PF01642	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
5.4.99.2	Q59676	Methylmalonyl-CoA mutase small subunit	PF01642	Porphyromonas gingivalis (strain ATCC BAA-308 / W83)
5.4.99.2	P65486	Probable methylmalonyl-CoA mutase small subunit	PF01642	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)
5.4.99.2	P9WJK6	Probable methylmalonyl-CoA mutase small subunit	PF01642	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)
1.3.5.1	P0AC47	Fumarate reductase iron-sulfur subunit	PF13085	Escherichia coli (strain K12)
1.3.5.1	P0AC47	Fumarate reductase iron-sulfur subunit	PF13237	Escherichia coli (strain K12)
1.3.5.1	P00363	Fumarate reductase flavoprotein subunit	PF00890	Escherichia coli (strain K12)
1.3.5.1	P00363	Fumarate reductase flavoprotein subunit	PF02910	Escherichia coli (strain K12)
1.3.5.1	P07014	Succinate dehydrogenase iron-sulfur subunit	PF13085	Escherichia coli (strain K12)
1.3.5.1	P07014	Succinate dehydrogenase iron-sulfur subunit	PF13534	Escherichia coli (strain K12)
1.3.5.1	P0AC41	Succinate dehydrogenase flavoprotein subunit	PF00890	Escherichia coli (strain K12)
1.3.5.1	P0AC41	Succinate dehydrogenase flavoprotein subunit	PF02910	Escherichia coli (strain K12)
1.3.5.1	P17412	Fumarate reductase flavoprotein subunit	PF00890	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / CCUG 13145 / JCM 31913 / LMG 7466 / NCTC 11488 / FDC 602W)
1.3.5.1	P17412	Fumarate reductase flavoprotein subunit	PF02910	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / CCUG 13145 / JCM 31913 / LMG 7466 / NCTC 11488 / FDC 602W)
1.3.5.1	P17596	Fumarate reductase iron-sulfur subunit	PF13085	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / CCUG 13145 / JCM 31913 / LMG 7466 / NCTC 11488 / FDC 602W)
1.3.5.1	P17596	Fumarate reductase iron-sulfur subunit	PF13183	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / CCUG 13145 / JCM 31913 / LMG 7466 / NCTC 11488 / FDC 602W)
1.3.5.1	P08065	Succinate dehydrogenase flavoprotein subunit	PF00890	Bacillus subtilis (strain 168)
1.3.5.1	P08065	Succinate dehydrogenase flavoprotein subunit	PF02910	Bacillus subtilis (strain 168)
1.3.5.1	P08066	Succinate dehydrogenase iron-sulfur subunit	PF13085	Bacillus subtilis (strain 168)
1.3.5.1	P08066	Succinate dehydrogenase iron-sulfur subunit	PF13183	Bacillus subtilis (strain 168)
1.3.5.1	P0AC48	Fumarate reductase iron-sulfur subunit	PF13085	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
1.3.5.1	P0AC48	Fumarate reductase iron-sulfur subunit	PF13237	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
1.3.5.1	P0AC50	Fumarate reductase iron-sulfur subunit	PF13085	Shigella flexneri
1.3.5.1	P0AC50	Fumarate reductase iron-sulfur subunit	PF13237	Shigella flexneri
1.3.5.1	V3TQ67	Fumarate reductase flavoprotein subunit	PF00890	Serratia sp. (strain ATCC 39006)
1.3.5.1	V3TQ67	Fumarate reductase flavoprotein subunit	PF02910	Serratia sp. (strain ATCC 39006)
1.3.5.1	P20921	Fumarate reductase iron-sulfur subunit	PF13085	Proteus vulgaris
1.3.5.1	P20921	Fumarate reductase iron-sulfur subunit	PF13237	Proteus vulgaris
1.3.5.1	P0AC49	Fumarate reductase iron-sulfur subunit	PF13085	Escherichia coli O157:H7
1.3.5.1	P0AC49	Fumarate reductase iron-sulfur subunit	PF13237	Escherichia coli O157:H7
1.3.5.1	Q4UN71	Succinate dehydrogenase iron-sulfur subunit	PF13085	Rickettsia felis (strain ATCC VR-1525 / URRWXCal2)
1.3.5.1	Q4UN71	Succinate dehydrogenase iron-sulfur subunit	PF13534	Rickettsia felis (strain ATCC VR-1525 / URRWXCal2)
1.3.5.1	Q8ZQU2	Succinate dehydrogenase iron-sulfur subunit	PF13085	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
1.3.5.1	Q8ZQU2	Succinate dehydrogenase iron-sulfur subunit	PF13534	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
1.3.5.1	P51053	Succinate dehydrogenase iron-sulfur subunit	PF13085	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)
1.3.5.1	P51053	Succinate dehydrogenase iron-sulfur subunit	PF13534	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)
1.3.5.1	Q1RGP3	Succinate dehydrogenase iron-sulfur subunit	PF13085	Rickettsia bellii (strain RML369-C)
1.3.5.1	Q1RGP3	Succinate dehydrogenase iron-sulfur subunit	PF13534	Rickettsia bellii (strain RML369-C)
1.3.5.1	Q9ZEA1	Succinate dehydrogenase iron-sulfur subunit	PF13085	Rickettsia prowazekii (strain Madrid E)
1.3.5.1	Q9ZEA1	Succinate dehydrogenase iron-sulfur subunit	PF13534	Rickettsia prowazekii (strain Madrid E)
1.3.5.1	G4V4G6	Succinate dehydrogenase flavoprotein subunit	PF00890	Serratia sp. (strain ATCC 39006)
1.3.5.1	G4V4G6	Succinate dehydrogenase flavoprotein subunit	PF02910	Serratia sp. (strain ATCC 39006)
1.3.5.1	Q68XS0	Succinate dehydrogenase iron-sulfur subunit	PF13085	Rickettsia typhi (strain ATCC VR-144 / Wilmington)
1.3.5.1	Q68XS0	Succinate dehydrogenase iron-sulfur subunit	PF13534	Rickettsia typhi (strain ATCC VR-144 / Wilmington)
1.3.5.1	Q92JJ8	Succinate dehydrogenase iron-sulfur subunit	PF13085	Rickettsia conorii (strain ATCC VR-613 / Malish 7)
1.3.5.1	Q92JJ8	Succinate dehydrogenase iron-sulfur subunit	PF13534	Rickettsia conorii (strain ATCC VR-613 / Malish 7)
1.3.5.1	P44894	Fumarate reductase flavoprotein subunit	PF00890	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
1.3.5.1	P44894	Fumarate reductase flavoprotein subunit	PF02910	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
1.3.5.1	P9WN89	Fumarate reductase iron-sulfur subunit	PF13085	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1.3.5.1	P9WN89	Fumarate reductase iron-sulfur subunit	PF13183	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1.3.5.1	P9WN90	Fumarate reductase flavoprotein subunit	PF00890	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)
1.3.5.1	P9WN90	Fumarate reductase flavoprotein subunit	PF02910	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)
1.3.5.1	P9WN91	Fumarate reductase flavoprotein subunit	PF00890	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1.3.5.1	P9WN91	Fumarate reductase flavoprotein subunit	PF02910	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
4.2.1.153	A9WC41	Mesaconyl-C(4)-CoA hydratase	No Pfam	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)
5.1.99.1	Q3IZP4	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase	PF13669	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
1.3.1.84	P26646	Probable acrylyl-CoA reductase AcuI	PF08240	Escherichia coli (strain K12)
1.3.1.84	P26646	Probable acrylyl-CoA reductase AcuI	PF00107	Escherichia coli (strain K12)
1.3.1.84	Q3J6K9	Acrylyl-CoA reductase AcuI	PF08240	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
1.3.1.84	Q3J6K9	Acrylyl-CoA reductase AcuI	PF00107	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
1.3.1.84	Q5LS56	Acrylyl-CoA reductase AcuI	PF08240	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3)
1.3.1.84	Q5LS56	Acrylyl-CoA reductase AcuI	PF00107	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3)
