target,EC_number,Protein_Name,Pfam_ID,UniProt_ID,Species,query_hmm,evalue,score
WP_011378491.1,1.2.1.75,Unknown,PF00106,A0A841L016,Polymorphobacter multimanifer,adh_short,7.39e-21,71.8
WP_011378491.1,1.2.1.75,Unknown,PF00106,A0A0P8CE70,Porphyrobacter sp. HL-46,adh_short,7.39e-21,71.8
WP_011378442.1,1.2.1.75,Unknown,PF00106,A0A7C2PIX3,Chloroflexus sp,adh_short,8.94e-20,68.3
WP_011378442.1,1.2.1.75,Unknown,PF00106,A0A841L016,Polymorphobacter multimanifer,adh_short,8.94e-20,68.3
WP_011378442.1,1.2.1.75,Unknown,PF00106,A0A0P8CE70,Porphyrobacter sp. HL-46,adh_short,8.94e-20,68.3
WP_011378442.1,1.2.1.75,Unknown,PF13561,A0A7C2PIX3,Chloroflexus sp,adh_short_C2,1.31e-13,48.4
WP_011378442.1,1.2.1.75,Unknown,PF13561,A0A841L016,Polymorphobacter multimanifer,adh_short_C2,1.31e-13,48.4
WP_011378491.1,1.2.1.75,Unknown,PF13561,A0A7C2PIX3,Chloroflexus sp,adh_short_C2,7.9e-12,42.5
WP_011378491.1,1.2.1.75,Unknown,PF13561,A0A841L016,Polymorphobacter multimanifer,adh_short_C2,7.9e-12,42.5
WP_011242991.1,1.2.1.75,Unknown,PF00106,A0A7C2PIX3,Chloroflexus sp,adh_short,2.12e-09,34.4
WP_011242991.1,1.2.1.75,Unknown,PF00106,A0A841L016,Polymorphobacter multimanifer,adh_short,2.12e-09,34.4
WP_011242991.1,1.2.1.75,Unknown,PF00106,A0A0P8CE70,Porphyrobacter sp. HL-46,adh_short,2.12e-09,34.4
WP_011243371.1,1.3.1.84,Probable acrylyl-CoA reductase AcuI,PF00107,P26646,Escherichia coli (strain K12),ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Acrylyl-CoA reductase AcuI,PF00107,Q3J6K9,Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.),ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Acrylyl-CoA reductase AcuI,PF00107,Q5LS56,Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3),ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,W8STS0,Escherichia coli,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A011MU65,Candidatus Accumulibacter sp. SK-11,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A011QQ95,Accumulibacter regalis,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A075FA83,uncultured bacterium pBIO2079,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A075FBN4,uncultured bacterium pBIO2155,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A080M4K5,Candidatus Accumulibacter cognatus,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A086IEV2,Klebsiella pneumoniae,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A087D151,Bifidobacterium pullorum subsp. saeculare DSM 6531 = LMG 14934,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A0D1EJI5,Jannaschia aquimarina,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A0M9EJ66,Shimia sp. SK013,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A0P1E3D3,Ruegeria atlantica,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A0P1ETB0,Shimia marina,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A0P1GJR3,Tritonibacter multivorans,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A0P1H922,Thalassovita mediterranea,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A0Q0JH92,Pseudoalteromonas sp. P1-26,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A128FFH4,Grimontia celer,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A128FKG7,Grimontia marina,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A142WSS2,Planctomyces sp. SH-PL14,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A1K0IPY6,Cupriavidus necator,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A1M4MV49,Donghicola eburneus,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A1M5Z5E9,Vibrio aerogenes CECT 7868,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Unknown,PF00107,A0A1Q2HZQ4,Corynebacterium glaucum,ADH_zinc_N,7.17e-26,88.0
WP_011243371.1,1.3.1.84,Probable acrylyl-CoA reductase AcuI,PF08240,P26646,Escherichia coli (strain K12),ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Acrylyl-CoA reductase AcuI,PF08240,Q3J6K9,Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.),ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Acrylyl-CoA reductase AcuI,PF08240,Q5LS56,Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3),ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,W8STS0,Escherichia coli,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A011MU65,Candidatus Accumulibacter sp. SK-11,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A011QQ95,Accumulibacter regalis,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A075FA83,uncultured bacterium pBIO2079,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A075FBN4,uncultured bacterium pBIO2155,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A080M4K5,Candidatus Accumulibacter cognatus,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A086IEV2,Klebsiella pneumoniae,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A087D151,Bifidobacterium pullorum subsp. saeculare DSM 6531 = LMG 14934,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A0D1EJI5,Jannaschia aquimarina,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A0M9EJ66,Shimia sp. SK013,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A0P1E3D3,Ruegeria atlantica,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A0P1ETB0,Shimia marina,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A0P1GJR3,Tritonibacter multivorans,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A0P1H922,Thalassovita mediterranea,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A0Q0JH92,Pseudoalteromonas sp. P1-26,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A128FFH4,Grimontia celer,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A128FKG7,Grimontia marina,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A142WSS2,Planctomyces sp. SH-PL14,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A1K0IPY6,Cupriavidus necator,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A1M4MV49,Donghicola eburneus,ADH_N,6.87e-25,84.7
WP_011243371.1,1.3.1.84,Unknown,PF08240,A0A1M5Z5E9,Vibrio aerogenes CECT 7868,ADH_N,6.87e-25,84.7
WP_423218607.1,1.3.1.84,Probable acrylyl-CoA reductase AcuI,PF00107,P26646,Escherichia coli (strain K12),ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Acrylyl-CoA reductase AcuI,PF00107,Q3J6K9,Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.),ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Acrylyl-CoA reductase AcuI,PF00107,Q5LS56,Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3),ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,W8STS0,Escherichia coli,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A011MU65,Candidatus Accumulibacter sp. SK-11,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A011QQ95,Accumulibacter regalis,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A075FA83,uncultured bacterium pBIO2079,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A075FBN4,uncultured bacterium pBIO2155,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A080M4K5,Candidatus Accumulibacter cognatus,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A086IEV2,Klebsiella pneumoniae,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A087D151,Bifidobacterium pullorum subsp. saeculare DSM 6531 = LMG 14934,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A0D1EJI5,Jannaschia aquimarina,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A0M9EJ66,Shimia sp. SK013,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A0P1E3D3,Ruegeria atlantica,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A0P1ETB0,Shimia marina,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A0P1GJR3,Tritonibacter multivorans,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A0P1H922,Thalassovita mediterranea,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A0Q0JH92,Pseudoalteromonas sp. P1-26,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A128FFH4,Grimontia celer,ADH_zinc_N,3.43e-24,82.6
WP_423218607.1,1.3.1.84,Unknown,PF00107,A0A128FKG7,Grimontia marina,ADH_zinc_N,3.43e-24,82.6
