EC_number	UniProt_ID	Protein_Name	Pfam_ID	Species
6.4.1.3	A0A2E2KJN1	Biotin carboxylase	PF02786	Oceanospirillaceae bacterium
6.4.1.3	A0A2E2KJN1	Biotin carboxylase	PF18140	Oceanospirillaceae bacterium
6.4.1.3	A0A3D4RXP9	Biotin carboxylase	PF02785	Chromatiaceae bacterium
6.4.1.3	A0A3D4RXP9	Biotin carboxylase	PF00289	Chromatiaceae bacterium
6.4.1.3	A0A3D4RXP9	Biotin carboxylase	PF00364	Chromatiaceae bacterium
6.4.1.3	A0A3D4RXP9	Biotin carboxylase	PF02786	Chromatiaceae bacterium
6.4.1.3	A0A3D4RXP9	Biotin carboxylase	PF18140	Chromatiaceae bacterium
6.4.1.3	A0A3M1RYB9	Biotin carboxylase	PF02785	Gammaproteobacteria bacterium
6.4.1.3	A0A3M1RYB9	Biotin carboxylase	PF00289	Gammaproteobacteria bacterium
6.4.1.3	A0A3M1RYB9	Biotin carboxylase	PF00364	Gammaproteobacteria bacterium
6.4.1.3	A0A3M1RYB9	Biotin carboxylase	PF02786	Gammaproteobacteria bacterium
6.4.1.3	A0A3M1RYB9	Biotin carboxylase	PF18140	Gammaproteobacteria bacterium
6.4.1.3	A0A964PNR7	Biotin carboxylase	PF02785	Gammaproteobacteria bacterium
6.4.1.3	A0A964PNR7	Biotin carboxylase	PF00289	Gammaproteobacteria bacterium
6.4.1.3	A0A964PNR7	Biotin carboxylase	PF00364	Gammaproteobacteria bacterium
6.4.1.3	A0A964PNR7	Biotin carboxylase	PF02786	Gammaproteobacteria bacterium
6.4.1.3	A0A964PNR7	Biotin carboxylase	PF18140	Gammaproteobacteria bacterium
6.4.1.3	A0A966S9T3	Biotin carboxylase	PF02785	Gammaproteobacteria bacterium
6.4.1.3	A0A966S9T3	Biotin carboxylase	PF00289	Gammaproteobacteria bacterium
6.4.1.3	A0A966S9T3	Biotin carboxylase	PF00364	Gammaproteobacteria bacterium
6.4.1.3	A0A966S9T3	Biotin carboxylase	PF02786	Gammaproteobacteria bacterium
6.4.1.3	A0A966S9T3	Biotin carboxylase	PF18140	Gammaproteobacteria bacterium
6.4.1.3	A0A2Z2NRW1	Biotin carboxylase	PF02785	Granulosicoccus antarcticus IMCC3135
6.4.1.3	A0A2Z2NRW1	Biotin carboxylase	PF00289	Granulosicoccus antarcticus IMCC3135
6.4.1.3	A0A2Z2NRW1	Biotin carboxylase	PF00364	Granulosicoccus antarcticus IMCC3135
6.4.1.3	A0A2Z2NRW1	Biotin carboxylase	PF02786	Granulosicoccus antarcticus IMCC3135
6.4.1.3	A0A2Z2NRW1	Biotin carboxylase	PF18140	Granulosicoccus antarcticus IMCC3135
6.4.1.3	A0A5C7ZLF0	Biotin carboxylase	PF02785	Dokdonella sp
6.4.1.3	A0A5C7ZLF0	Biotin carboxylase	PF00289	Dokdonella sp
6.4.1.3	A0A5C7ZLF0	Biotin carboxylase	PF00364	Dokdonella sp
6.4.1.3	A0A5C7ZLF0	Biotin carboxylase	PF02786	Dokdonella sp
6.4.1.3	A0A5C7ZLF0	Biotin carboxylase	PF18140	Dokdonella sp
6.4.1.3	A0A7U7GDY4	Biotin carboxylase	PF02785	Candidatus Contendobacter odensis Run_B_J11
6.4.1.3	A0A7U7GDY4	Biotin carboxylase	PF00289	Candidatus Contendobacter odensis Run_B_J11
6.4.1.3	A0A7U7GDY4	Biotin carboxylase	PF00364	Candidatus Contendobacter odensis Run_B_J11
6.4.1.3	A0A7U7GDY4	Biotin carboxylase	PF02786	Candidatus Contendobacter odensis Run_B_J11
6.4.1.3	A0A7U7GDY4	Biotin carboxylase	PF18140	Candidatus Contendobacter odensis Run_B_J11
6.4.1.3	A0A916CI28	Biotin carboxylase	PF02785	Gammaproteobacteria bacterium
6.4.1.3	A0A916CI28	Biotin carboxylase	PF00289	Gammaproteobacteria bacterium
6.4.1.3	A0A916CI28	Biotin carboxylase	PF00364	Gammaproteobacteria bacterium
6.4.1.3	A0A916CI28	Biotin carboxylase	PF02786	Gammaproteobacteria bacterium
6.4.1.3	A0A916CI28	Biotin carboxylase	PF18140	Gammaproteobacteria bacterium
6.4.1.3	A0A948LZ88	Biotin carboxylase	PF02785	Gammaproteobacteria bacterium
6.4.1.3	A0A948LZ88	Biotin carboxylase	PF00289	Gammaproteobacteria bacterium
6.4.1.3	A0A948LZ88	Biotin carboxylase	PF00364	Gammaproteobacteria bacterium
6.4.1.3	A0A948LZ88	Biotin carboxylase	PF02786	Gammaproteobacteria bacterium
6.4.1.3	A0A948LZ88	Biotin carboxylase	PF18140	Gammaproteobacteria bacterium
6.4.1.3	A0A1D2S721	Biotin carboxylase	PF02785	Comamonas sp. SCN 65-56
6.4.1.3	A0A1D2S721	Biotin carboxylase	PF00289	Comamonas sp. SCN 65-56
6.4.1.3	A0A1D2S721	Biotin carboxylase	PF00364	Comamonas sp. SCN 65-56
6.4.1.3	A0A1D2S721	Biotin carboxylase	PF02786	Comamonas sp. SCN 65-56
6.4.1.3	A0A1D2S721	Biotin carboxylase	PF18140	Comamonas sp. SCN 65-56
6.4.1.3	A0A5B8S0J8	Biotin carboxylase	PF02785	Comamonas flocculans
6.4.1.3	A0A5B8S0J8	Biotin carboxylase	PF00289	Comamonas flocculans
6.4.1.3	A0A5B8S0J8	Biotin carboxylase	PF00364	Comamonas flocculans
6.4.1.3	A0A5B8S0J8	Biotin carboxylase	PF02786	Comamonas flocculans
6.4.1.3	A0A5B8S0J8	Biotin carboxylase	PF18140	Comamonas flocculans
6.4.1.3	A0A935IEP3	Biotin carboxylase	PF02785	Gammaproteobacteria bacterium
6.4.1.3	A0A935IEP3	Biotin carboxylase	PF00289	Gammaproteobacteria bacterium
6.4.1.3	A0A935IEP3	Biotin carboxylase	PF00364	Gammaproteobacteria bacterium
6.4.1.3	A0A935IEP3	Biotin carboxylase	PF02786	Gammaproteobacteria bacterium
6.4.1.3	A0A935IEP3	Biotin carboxylase	PF18140	Gammaproteobacteria bacterium
4.2.1.148	A9WC34	Beta-methylmalyl-CoA dehydratase	PF19315	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)
4.2.1.148	Q3IZ78	Mesaconyl-CoA hydratase	PF19315	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
4.2.1.148	A0A0J5QFX8	Unknown	PF19315	Puniceibacterium sp. IMCC21224
4.2.1.148	A0A1K2FQB9	Unknown	PF19315	Streptomyces sp. F-1
4.2.1.148	A0A1V0RQG4	Unknown	PF19315	Roseovarius mucosus
4.2.1.148	A0A220W7T7	Unknown	PF19315	Sphingorhabdus sp. SMR4y
4.2.1.148	A0A231GXK5	Unknown	PF01575	Nocardia cerradoensis
4.2.1.148	A0A2H3KFU1	Beta-methylmalyl-CoA dehydratase	PF19315	Candidatus Chloroploca asiatica
4.2.1.148	A0A2H5YN85	Unknown	PF19315	bacterium HR25
4.2.1.148	A0A2N7W506	Unknown	PF01575	Paraburkholderia rhynchosiae
4.2.1.148	A0A2R8BAY3	Unknown	PF19315	Ascidiaceihabitans donghaensis
4.2.1.148	A0A2S6R4I1	Unknown	PF19315	Alphaproteobacteria bacterium MarineAlpha10_Bin2
4.2.1.148	A0A2S6SCG0	Unknown	No Pfam	Alphaproteobacteria bacterium MarineAlpha8_Bin1
4.2.1.148	A0A2S6URS1	Unknown	PF19315	Alphaproteobacteria bacterium MarineAlpha3_Bin5
4.2.1.148	A0A446CQA8	Unknown	PF01575	Achromobacter veterisilvae
4.2.1.148	A0A498QGV8	Unknown	No Pfam	Mycobacterium pseudokansasii
4.2.1.148	A0A679JF76	Unknown	PF19315	Methylobacterium bullatum
4.2.1.148	A0A6G4ZT86	Unknown	PF19315	Chlamydiota bacterium
4.2.1.148	A0A6J4TQB4	Unknown	PF19315	uncultured Solirubrobacteraceae bacterium
4.2.1.148	A0A7W6H0K2	Unknown	PF19315	Sulfitobacter undariae
4.2.1.148	A0A7Z0DP41	Unknown	PF19315	Nocardioides panzhihuensis
4.2.1.148	A0A833J4P4	Unknown	PF13452	Methylorubrum populi
4.2.1.148	A0A833J4P4	Unknown	PF01575	Methylorubrum populi
4.2.1.148	A0A852VS16	Unknown	PF19315	Janibacter cremeus
4.2.1.148	A0A916IPW7	Unknown	PF19315	Cupriavidus yeoncheonensis
4.2.1.148	A0A975RE50	Unknown	PF19315	Amycolatopsis sp. CA-230715
4.1.3.24	B6E2X2	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Rhodobacter capsulatus
4.1.3.24	Q3J5L6	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
4.1.3.24	S5N020	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase	PF03328	Chloroflexus aurantiacus
4.1.3.24	A9WC35	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase	PF03328	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)
4.1.3.24	A3PGR7	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9)
4.1.3.24	A4WVF5	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3)
4.1.3.24	B9KLE8	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Cereibacter sphaeroides (strain KD131 / KCTC 12085)
4.1.3.24	D5AR83	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)
4.1.3.24	A0A7C2PLG5	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase	PF03328	Chloroflexus sp
4.1.3.24	A0A073IZ31	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Pseudosulfitobacter pseudonitzschiae
4.1.3.24	A0A0B4ECM2	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Leisingera sp. ANG1
4.1.3.24	A0A0P1H3Q6	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Thalassovita mediterranea
4.1.3.24	A0A0P7IYJ7	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Aliiroseovarius crassostreae
4.1.3.24	A0A1G3G0I9	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Rhodobacteraceae bacterium GWF1_65_7
4.1.3.24	A0A1H5T098	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Jhaorihella thermophila
4.1.3.24	A0A1H8KZ45	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Gemmobacter aquatilis
4.1.3.24	A0A1I4JG48	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Shimia aestuarii
4.1.3.24	A0A1I6HVP6	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Yoonia tamlensis
4.1.3.24	A0A1I6U1A7	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Sulfitobacter marinus
4.1.3.24	A0A1M5REF7	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Cognatishimia maritima
4.1.3.24	A0A1M6Z889	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Roseovarius marisflavi
4.1.3.24	A0A1N7KSS5	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Phaeovulum vinaykumarii
4.1.3.24	A0A1R3X4L3	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Yoonia rosea
4.1.3.24	A0A1X7A7A3	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Roseovarius gaetbuli
4.1.3.24	A0A1Y5RLM0	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Falsiruegeria litorea R37
5.1.99.1	Q3IZP4	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase	PF13669	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
5.1.99.1	A0A0P7IIS4	methylmalonyl-CoA epimerase	PF13669	Aliiroseovarius crassostreae
5.1.99.1	A0A132BZZ3	methylmalonyl-CoA epimerase	PF13669	Tritonibacter horizontis
5.1.99.1	A0A177HBW5	methylmalonyl-CoA epimerase	PF13669	Rhodobacteraceae bacterium SB2
5.1.99.1	A0A179BXI2	methylmalonyl-CoA epimerase	PF13669	Rhizobium leguminosarum
5.1.99.1	A0A1E2S1X0	methylmalonyl-CoA epimerase	PF13669	Methyloligella halotolerans
5.1.99.1	A0A1V1UDV7	methylmalonyl-CoA epimerase	PF13669	Roseovarius sp. A-2
5.1.99.1	A0A1V1UKY7	methylmalonyl-CoA epimerase	PF13669	Roseovarius sp. A-2
5.1.99.1	A0A1X6YJB1	methylmalonyl-CoA epimerase	PF13669	Roseivivax jejudonensis
5.1.99.1	A0A1X6ZNK2	methylmalonyl-CoA epimerase	PF13669	Roseovarius gaetbuli
5.1.99.1	A0A1Y5S0J0	methylmalonyl-CoA epimerase	PF13669	Falsiruegeria litorea R37
5.1.99.1	A0A1Y5SMY4	methylmalonyl-CoA epimerase	PF13669	Pseudoruegeria aquimaris
5.1.99.1	A0A1Y5SRB9	methylmalonyl-CoA epimerase	PF13669	Pseudooctadecabacter jejudonensis
5.1.99.1	A0A1Y5T750	methylmalonyl-CoA epimerase	PF13669	Palleronia marisminoris
5.1.99.1	A0A212A8H4	methylmalonyl-CoA epimerase	PF13669	Haematobacter genomosp. 1
5.1.99.1	A0A291GH01	methylmalonyl-CoA epimerase	PF13669	Celeribacter ethanolicus
5.1.99.1	A0A2A3B0A9	methylmalonyl-CoA epimerase	PF13669	Mesorhizobium sp. WSM4313
5.1.99.1	A0A2A3D8R5	methylmalonyl-CoA epimerase	PF13669	Mesorhizobium sp. WSM3860
5.1.99.1	A0A2A4LEY5	methylmalonyl-CoA epimerase	PF13669	Alphaproteobacteria bacterium
5.1.99.1	A0A2A4Q9P2	methylmalonyl-CoA epimerase	PF13669	Paracoccaceae bacterium
5.1.99.1	A0A2A5EPV1	methylmalonyl-CoA epimerase	PF13669	Rhodobiaceae bacterium
5.1.99.1	A0A2A6FDF7	methylmalonyl-CoA epimerase	PF13669	Mesorhizobium sanjuanii
5.1.99.1	A0A2A6JFG4	methylmalonyl-CoA epimerase	PF13669	Rhizobium chutanense
5.1.99.1	A0A2D5QEG5	methylmalonyl-CoA epimerase	PF13669	Porticoccus sp
5.1.99.1	A0A2D6CQX7	methylmalonyl-CoA epimerase	PF13669	Acidiferrobacteraceae bacterium
4.1.3.25	Q3J5L6	L-malyl-CoA/beta-methylmalyl-CoA lyase	PF03328	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)
4.1.3.25	S5N020	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase	PF03328	Chloroflexus aurantiacus
4.1.3.25	A9WC35	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase	PF03328	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)
4.1.3.25	A0A7C2PLG5	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase	PF03328	Chloroflexus sp
4.1.3.25	A0A653Y444	Unknown	PF03328	Bosea sp. 62
4.1.3.25	A0A7W6AIA8	Unknown	PF03328	Methylobacterium brachythecii
4.1.3.25	A0A7W6CVY5	Unknown	PF03328	Hansschlegelia beijingensis
4.1.3.25	A0A7W6CYI3	Unknown	PF03328	Hansschlegelia beijingensis
4.1.3.25	A0A7W6U000	Unknown	PF03328	Bradyrhizobium sp. CIR48
4.1.3.25	A0A7W7AD87	Unknown	PF03328	Novosphingobium taihuense
4.1.3.25	A0A7Y9YIR6	Unknown	PF03328	Nocardioides marinus
4.1.3.25	A0A839NUV0	Unknown	PF03328	Methylobacterium sp. R2-1
4.1.3.25	A0A840BTB2	Unknown	PF03328	Chelatococcus caeni
4.1.3.25	A0A840SJ72	Unknown	PF03328	Amaricoccus macauensis
4.1.3.25	A0A9W4RB54	Unknown	PF03328	Hyphomicrobiales bacterium
4.1.3.25	A0A564WC25	Unknown	PF03328	Candidatus Defluviicoccus seviourii
4.1.3.25	A0A7W7N4W3	Unknown	PF03328	Brevundimonas bullata
4.1.3.25	A0A841KHM6	Unknown	PF03328	Chelatococcus composti
4.1.3.25	A0A848JQI4	Unknown	PF03328	Xanthobacter sp. SG618
4.1.3.25	A0A7W3NV19	Unknown	PF03328	Streptomyces murinus
4.1.3.25	A0A7W6WJE6	Unknown	PF03328	Roseospira goensis
4.1.3.25	A0A839SZK8	Unknown	PF03328	Limibacillus halophilus
4.1.3.25	A0A840ZL06	Unknown	PF03328	Methylorubrum rhodinum
4.1.3.25	A0A7W5XZK4	Unknown	PF03328	Rhizobium sp. BK650
4.1.3.25	A0A7W6AK89	Unknown	PF03328	Methylobacterium brachythecii
4.2.1.116	A0A0C3N2C6	Unknown	PF00378	Thauera sp. SWB20
4.2.1.116	A0A1K0JS59	Unknown	PF00378	Cupriavidus necator
4.2.1.116	A0A1N7RIN3	Unknown	PF00378	Paraburkholderia piptadeniae
4.2.1.116	A0A212KTX1	Unknown	PF00378	Chlamydiales bacterium SCGC AG-110-M15
4.2.1.116	A0A2C9ELK2	Unknown	PF00378	Pseudomonas protegens (strain DSM 19095 / LMG 27888 / CFBP 6595 / CHA0)
4.2.1.116	A0A2C9EN16	Unknown	PF00378	Pseudomonas protegens (strain DSM 19095 / LMG 27888 / CFBP 6595 / CHA0)
4.2.1.116	A0A2C9ER07	Unknown	PF00378	Pseudomonas protegens (strain DSM 19095 / LMG 27888 / CFBP 6595 / CHA0)
4.2.1.116	A0A2N9LXM6	Unknown	PF00378	Candidatus Sulfopaludibacter sp. SbA3
4.2.1.116	A0A2U3L474	Unknown	PF00378	Syntrophobacter sp. SbD1
4.2.1.116	A0A2U3LKQ2	Unknown	PF00378	Candidatus Sulfopaludibacter sp. SbA4
4.2.1.116	A0A375CQ16	Unknown	PF00378	Cupriavidus taiwanensis
4.2.1.116	A0A383RSW4	Unknown	PF00378	Pseudomonas reidholzensis
4.2.1.116	A0A449II58	Unknown	PF00378	Pseudomonas fragi
4.2.1.116	A0A653T385	Unknown	PF00378	Luteimonas sp. 9C
4.2.1.116	A0A7W9L2Q8	Unknown	PF00378	Prosthecomicrobium pneumaticum
4.2.1.116	A0A975X566	Unknown	PF00378	Cupriavidus taiwanensis
4.2.1.116	A0A976A3J4	Unknown	PF00378	Cupriavidus taiwanensis
4.2.1.116	A0AAX3FQP2	Unknown	PF00378	Pseudomonas chlororaphis
4.2.1.116	F8GWY7	Unknown	PF00378	Cupriavidus necator (strain ATCC 43291 / DSM 13513 / CCUG 52238 / LMG 8453 / N-1)
4.2.1.116	S0FV53	Unknown	PF00378	Desulfotignum phosphitoxidans DSM 13687
4.2.1.116	A0A066PRP3	Unknown	PF00378	Acidiphilium sp. JA12-A1
4.2.1.116	A0A0T6AEQ9	Unknown	PF00378	Candidatus Rokubacteria bacterium CSP1-6
4.2.1.116	A0A1S2NAB7	Unknown	PF00378	Massilia timonae
4.2.1.116	A0A248UIT7	Unknown	PF00378	Ochrobactrum quorumnocens
4.2.1.116	A0A256F3L6	Unknown	PF00378	Brucella rhizosphaerae
1.1.1.298	P39831	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Escherichia coli (strain K12)
1.1.1.298	P75894	Probable malonic semialdehyde reductase RutE	PF00881	Escherichia coli (strain K12)
1.1.1.298	P69936	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
1.1.1.298	Q83RE8	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Shigella flexneri
1.1.1.298	Q8FHD2	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)
1.1.1.298	Q8X505	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Escherichia coli O157:H7
1.1.1.298	P69935	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Salmonella typhi
1.1.1.298	A7MFX7	Probable malonic semialdehyde reductase RutE	PF00881	Cronobacter sakazakii (strain ATCC BAA-894)
