target,EC_number,Protein_Name,Pfam_ID,UniProt_ID,Species,query_hmm,evalue,score
WP_011242366.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A926TQI3,Leptolyngbya sp. FACHB-321,adh_short,8.24e-51,169.6
WP_011242366.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A1Z4M252,Calothrix parasitica NIES-267,adh_short,8.24e-51,169.6
WP_011242366.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A8J7AE34,aff. Roholtiella sp. LEGE 12411,adh_short,8.24e-51,169.6
WP_011243836.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0AA40VUU8,Komarekiella delphini-convector SJRDD-AB1,adh_short,3.08e-30,102.4
WP_011243836.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A1Z4KWQ4,Trichormus variabilis NIES-23,adh_short,3.08e-30,102.4
WP_011243836.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A6L9YXD1,Moorena sp. SIO4A3,adh_short,3.08e-30,102.4
WP_011243836.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A926TQI3,Leptolyngbya sp. FACHB-321,adh_short,3.08e-30,102.4
WP_011243836.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A1Z4M252,Calothrix parasitica NIES-267,adh_short,3.08e-30,102.4
WP_011243836.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A8J7AE34,aff. Roholtiella sp. LEGE 12411,adh_short,3.08e-30,102.4
WP_011242461.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.07e-27,93.9
WP_011243239.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,8.63e-23,78.2
WP_011242762.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.75e-22,77.2
WP_011243682.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,5.76e-22,75.6
WP_011244002.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.34e-21,74.4
WP_272948005.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0AA40VUU8,Komarekiella delphini-convector SJRDD-AB1,adh_short,6.28e-21,72.1
WP_272948005.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A1Z4KWQ4,Trichormus variabilis NIES-23,adh_short,6.28e-21,72.1
WP_272948005.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A6L9YXD1,Moorena sp. SIO4A3,adh_short,6.28e-21,72.1
WP_272948005.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A926TQI3,Leptolyngbya sp. FACHB-321,adh_short,6.28e-21,72.1
WP_272948005.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A1Z4M252,Calothrix parasitica NIES-267,adh_short,6.28e-21,72.1
WP_272948005.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A8J7AE34,aff. Roholtiella sp. LEGE 12411,adh_short,6.28e-21,72.1
WP_011378491.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0AA40VUU8,Komarekiella delphini-convector SJRDD-AB1,adh_short,7.39e-21,71.8
WP_011378491.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A1Z4KWQ4,Trichormus variabilis NIES-23,adh_short,7.39e-21,71.8
WP_011378491.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A6L9YXD1,Moorena sp. SIO4A3,adh_short,7.39e-21,71.8
WP_011378491.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A926TQI3,Leptolyngbya sp. FACHB-321,adh_short,7.39e-21,71.8
WP_011378491.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A1Z4M252,Calothrix parasitica NIES-267,adh_short,7.39e-21,71.8
WP_011378491.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A8J7AE34,aff. Roholtiella sp. LEGE 12411,adh_short,7.39e-21,71.8
WP_011243496.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.56e-20,71.0
WP_011378442.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0AA40VUU8,Komarekiella delphini-convector SJRDD-AB1,adh_short,8.94e-20,68.3
WP_011378442.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A1Z4KWQ4,Trichormus variabilis NIES-23,adh_short,8.94e-20,68.3
WP_011378442.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A6L9YXD1,Moorena sp. SIO4A3,adh_short,8.94e-20,68.3
WP_011378442.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A926TQI3,Leptolyngbya sp. FACHB-321,adh_short,8.94e-20,68.3
WP_011378442.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A1Z4M252,Calothrix parasitica NIES-267,adh_short,8.94e-20,68.3
WP_011378442.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A8J7AE34,aff. Roholtiella sp. LEGE 12411,adh_short,8.94e-20,68.3
WP_011378292.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.86e-19,67.5
WP_011243390.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,3.68e-17,60.2
WP_011243763.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,7.4e-17,59.2
WP_011243692.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,2.98e-16,57.3
WP_011243778.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.07e-15,55.5
WP_011244502.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,5.03e-15,53.3
WP_011378169.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.44e-14,51.9
WP_011242769.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.27e-13,48.8
WP_011377481.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,5.13e-12,43.7
WP_011243655.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,9.11e-12,42.9
WP_011378223.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,2.93e-11,41.2
WP_011243336.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,6.06e-10,37.0
WP_011242991.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0AA40VUU8,Komarekiella delphini-convector SJRDD-AB1,adh_short,2.12e-09,34.4
WP_011242991.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A1Z4KWQ4,Trichormus variabilis NIES-23,adh_short,2.12e-09,34.4
WP_011242991.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A6L9YXD1,Moorena sp. SIO4A3,adh_short,2.12e-09,34.4
WP_011242991.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A926TQI3,Leptolyngbya sp. FACHB-321,adh_short,2.12e-09,34.4
WP_011242991.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A1Z4M252,Calothrix parasitica NIES-267,adh_short,2.12e-09,34.4
WP_011242991.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF00106,A0A8J7AE34,aff. Roholtiella sp. LEGE 12411,adh_short,2.12e-09,34.4
WP_011377915.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,2.42e-09,35.1
WP_011377989.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.04e-07,29.9
WP_011243911.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.23e-07,29.6
WP_011242881.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.25e-07,29.6
WP_011377504.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.58e-07,29.3
WP_011244795.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,1.22e-06,26.4
WP_011243755.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,2.55e-06,25.4
WP_011243467.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,3.02e-06,25.2
WP_011377807.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,3.49e-06,25.0
WP_011377690.1,1.1.1.298,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,PF13649,A0A6L9YXD1,Moorena sp. SIO4A3,Methyltransf_25,6.63e-06,24.1
WP_011378229.1,1.3.5.1,Fumarate reductase flavoprotein subunit,PF00890,A0A846SVX3,Synechococcaceae cyanobacterium SM1_2_3,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A0D6AAC9,Geminocystis sp. NIES-3708,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A6B3M7B8,Symploca sp. SIO2E9,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A6P0KEF5,Symploca sp. SIO3C6,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A841WH79,Nostoc sp. 2RC,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A856MQG3,Brasilonema sennae CENA114,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A939KUG9,Hormoscilla sp. GUM202,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A9D7VFN3,Nostoc sp. GBBB01,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A9Q5ZCJ0,Nostoc linckia z8,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,K9WG01,Allocoleopsis franciscana PCC 7113,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,P73479,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A1T4ZH39,Planktothrix sp. PCC 11201,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A3M9ZCD7,Leptolyngbya sp. IPPAS B-1204,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A7Z9BUF9,Planktothrix paucivesiculata PCC 9631,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A920KSA3,Prochlorococcus sp,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A0M2PYM6,Prochlorothrix hollandica PCC 9006 = CALU 1027,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A367QCR0,Nostoc minutum NIES-26,FAD_binding_2,1.74e-95,317.9
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A6P0NNH0,Okeania sp. SIO2C2,FAD_binding_2,1.74e-95,317.9
WP_011377658.1,1.3.5.1,Fumarate reductase flavoprotein subunit,PF00890,A0A846SVX3,Synechococcaceae cyanobacterium SM1_2_3,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A0D6AAC9,Geminocystis sp. NIES-3708,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A6B3M7B8,Symploca sp. SIO2E9,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A6P0KEF5,Symploca sp. SIO3C6,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A841WH79,Nostoc sp. 2RC,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A856MQG3,Brasilonema sennae CENA114,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A939KUG9,Hormoscilla sp. GUM202,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A9D7VFN3,Nostoc sp. GBBB01,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A9Q5ZCJ0,Nostoc linckia z8,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,K9WG01,Allocoleopsis franciscana PCC 7113,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,P73479,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A1T4ZH39,Planktothrix sp. PCC 11201,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A3M9ZCD7,Leptolyngbya sp. IPPAS B-1204,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A7Z9BUF9,Planktothrix paucivesiculata PCC 9631,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A920KSA3,Prochlorococcus sp,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A0M2PYM6,Prochlorothrix hollandica PCC 9006 = CALU 1027,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A367QCR0,Nostoc minutum NIES-26,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF00890,A0A6P0NNH0,Okeania sp. SIO2C2,FAD_binding_2,1.81e-49,166.3
WP_011377658.1,1.3.5.1,Fumarate reductase flavoprotein subunit,PF02910,A0A846SVX3,Synechococcaceae cyanobacterium SM1_2_3,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A0D6AAC9,Geminocystis sp. NIES-3708,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A6B3M7B8,Symploca sp. SIO2E9,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A6P0KEF5,Symploca sp. SIO3C6,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A841WH79,Nostoc sp. 2RC,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A856MQG3,Brasilonema sennae CENA114,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A939KUG9,Hormoscilla sp. GUM202,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A9D7VFN3,Nostoc sp. GBBB01,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A9Q5ZCJ0,Nostoc linckia z8,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,K9WG01,Allocoleopsis franciscana PCC 7113,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,P73479,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A1T4ZH39,Planktothrix sp. PCC 11201,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A3M9ZCD7,Leptolyngbya sp. IPPAS B-1204,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A7Z9BUF9,Planktothrix paucivesiculata PCC 9631,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A920KSA3,Prochlorococcus sp,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A0M2PYM6,Prochlorothrix hollandica PCC 9006 = CALU 1027,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A367QCR0,Nostoc minutum NIES-26,Succ_DH_flav_C,1.91e-32,109.3
WP_011377658.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A6P0NNH0,Okeania sp. SIO2C2,Succ_DH_flav_C,1.91e-32,109.3
WP_011244829.1,1.3.5.1,Fumarate reductase iron-sulfur subunit,PF13085,A0A6J4VNK4,uncultured Synechococcales cyanobacterium,Fer2_3,6e-22,75.0
WP_011244829.1,1.3.5.1,Succinate dehydrogenase iron-sulfur subunit,PF13085,A0A846SV15,Synechococcaceae cyanobacterium SM1_2_3,Fer2_3,6e-22,75.0
WP_011244829.1,1.3.5.1,Succinate dehydrogenase iron-sulfur subunit,PF13085,A0A920GA37,Prochlorococcus sp,Fer2_3,6e-22,75.0
WP_011244829.1,1.3.5.1,Fumarate reductase iron-sulfur subunit,PF13085,G5J171,Crocosphaera watsonii WH 0003,Fer2_3,6e-22,75.0
WP_011244829.1,1.3.5.1,Fumarate reductase iron-sulfur subunit,PF13085,Q7NCN4,Gloeobacter violaceus (strain ATCC 29082 / PCC 7421),Fer2_3,6e-22,75.0
WP_011244829.1,1.3.5.1,Fumarate reductase iron-sulfur subunit,PF13085,U5QBN3,Gloeobacter kilaueensis (strain ATCC BAA-2537 / CCAP 1431/1 / ULC 316 / JS1),Fer2_3,6e-22,75.0
WP_011244829.1,1.3.5.1,Succinate dehydrogenase iron-sulfur subunit,PF13085,A0A0M2PSI7,Prochlorothrix hollandica PCC 9006 = CALU 1027,Fer2_3,6e-22,75.0
WP_011378229.1,1.3.5.1,Fumarate reductase flavoprotein subunit,PF02910,A0A846SVX3,Synechococcaceae cyanobacterium SM1_2_3,Succ_DH_flav_C,2.38e-17,60.4
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A0D6AAC9,Geminocystis sp. NIES-3708,Succ_DH_flav_C,2.38e-17,60.4
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A6B3M7B8,Symploca sp. SIO2E9,Succ_DH_flav_C,2.38e-17,60.4
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A6P0KEF5,Symploca sp. SIO3C6,Succ_DH_flav_C,2.38e-17,60.4
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A841WH79,Nostoc sp. 2RC,Succ_DH_flav_C,2.38e-17,60.4
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A856MQG3,Brasilonema sennae CENA114,Succ_DH_flav_C,2.38e-17,60.4
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A939KUG9,Hormoscilla sp. GUM202,Succ_DH_flav_C,2.38e-17,60.4
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A9D7VFN3,Nostoc sp. GBBB01,Succ_DH_flav_C,2.38e-17,60.4
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A9Q5ZCJ0,Nostoc linckia z8,Succ_DH_flav_C,2.38e-17,60.4
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,K9WG01,Allocoleopsis franciscana PCC 7113,Succ_DH_flav_C,2.38e-17,60.4
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,P73479,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),Succ_DH_flav_C,2.38e-17,60.4
WP_011378229.1,1.3.5.1,Succinate dehydrogenase flavoprotein subunit,PF02910,A0A1T4ZH39,Planktothrix sp. PCC 11201,Succ_DH_flav_C,2.38e-17,60.4
