EC_number	UniProt_ID	Protein_Name	Pfam_ID	Species
4.2.1.2	A0A551YRI1	Fumarate hydratase class II	PF00206	Microcystis sp. M_QC_C_20170808_M3Col
4.2.1.2	A0A552Q9W5	Fumarate hydratase class II	PF10415	Microcystis panniformis Mp_MB_F_20051200_S9
4.2.1.2	A0A552Q9W5	Fumarate hydratase class II	PF00206	Microcystis panniformis Mp_MB_F_20051200_S9
4.2.1.2	A0A857CZB1	Fumarate hydratase class II	PF10415	Microcystis aeruginosa FD4
4.2.1.2	A0A857CZB1	Fumarate hydratase class II	PF00206	Microcystis aeruginosa FD4
4.2.1.2	A0A552HGU0	Fumarate hydratase class II	PF10415	Microcystis viridis Mv_BB_P_19951000_S68D
4.2.1.2	A0A552HGU0	Fumarate hydratase class II	PF00206	Microcystis viridis Mv_BB_P_19951000_S68D
4.2.1.2	A0A076HAY6	Fumarate hydratase class II	PF10415	Synechococcus sp. KORDI-100
4.2.1.2	A0A076HAY6	Fumarate hydratase class II	PF00206	Synechococcus sp. KORDI-100
4.2.1.2	A0A0A2AI00	Fumarate hydratase class II	PF10415	Prochlorococcus marinus str. MIT 9314
4.2.1.2	A0A0A2AI00	Fumarate hydratase class II	PF00206	Prochlorococcus marinus str. MIT 9314
4.2.1.2	A0A0C1YI25	Fumarate hydratase class II	PF10415	Lyngbya confervoides BDU141951
4.2.1.2	A0A0C1YI25	Fumarate hydratase class II	PF00206	Lyngbya confervoides BDU141951
4.2.1.2	A0A0D6AEV9	Fumarate hydratase class II	PF10415	Geminocystis sp. NIES-3708
4.2.1.2	A0A0D6AEV9	Fumarate hydratase class II	PF00206	Geminocystis sp. NIES-3708
4.2.1.2	A0A0P4UR57	Fumarate hydratase class II	PF10415	Leptolyngbya sp. NIES-2104
4.2.1.2	A0A0P4UR57	Fumarate hydratase class II	PF00206	Leptolyngbya sp. NIES-2104
4.2.1.2	A0A1D8TWP5	Fumarate hydratase class II	PF10415	Moorena producens PAL-8-15-08-1
4.2.1.2	A0A1D8TWP5	Fumarate hydratase class II	PF00206	Moorena producens PAL-8-15-08-1
4.2.1.2	A0A1D9G434	Fumarate hydratase class II	PF10415	Moorena producens (strain JHB)
4.2.1.2	A0A1D9G434	Fumarate hydratase class II	PF00206	Moorena producens (strain JHB)
4.2.1.2	A0A1L9QMS8	Fumarate hydratase class II	PF10415	Roseofilum reptotaenium AO1-A
4.2.1.2	A0A1L9QMS8	Fumarate hydratase class II	PF00206	Roseofilum reptotaenium AO1-A
4.2.1.2	A0A1U7J744	Fumarate hydratase class II	PF10415	Phormidium tenue NIES-30
4.2.1.2	A0A1U7J744	Fumarate hydratase class II	PF00206	Phormidium tenue NIES-30
4.2.1.2	A0A1U9WX49	Fumarate hydratase class II	PF10415	Planktothrix agardhii No365
4.2.1.2	A0A1U9WX49	Fumarate hydratase class II	PF00206	Planktothrix agardhii No365
4.2.1.2	A0A1U9WY33	Fumarate hydratase class II	PF10415	Planktothrix agardhii NIVA-CYA 68
4.2.1.2	A0A1U9WY33	Fumarate hydratase class II	PF00206	Planktothrix agardhii NIVA-CYA 68
4.2.1.2	A0A1Z9LMN3	Fumarate hydratase class II	PF10415	Cyanobacteria bacterium TMED188
4.2.1.2	A0A1Z9LMN3	Fumarate hydratase class II	PF00206	Cyanobacteria bacterium TMED188
4.2.1.2	A0A251WBB5	Fumarate hydratase class II	PF10415	Alkalinema sp. CACIAM 70d
4.2.1.2	A0A251WBB5	Fumarate hydratase class II	PF00206	Alkalinema sp. CACIAM 70d
4.2.1.2	A0A2D4YWV8	Fumarate hydratase class II	PF10415	Synechococcus sp. CPC35
4.2.1.2	A0A2D4YWV8	Fumarate hydratase class II	PF00206	Synechococcus sp. CPC35
6.4.1.3	A0A846T903	Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase alpha1 subunit	PF02785	Synechococcaceae cyanobacterium SM1_2_3
6.4.1.3	A0A846T903	Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase alpha1 subunit	PF00289	Synechococcaceae cyanobacterium SM1_2_3
6.4.1.3	A0A846T903	Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase alpha1 subunit	PF00364	Synechococcaceae cyanobacterium SM1_2_3
6.4.1.3	A0A846T903	Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase alpha1 subunit	PF02786	Synechococcaceae cyanobacterium SM1_2_3
6.4.1.3	A0A846T903	Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase alpha1 subunit	PF18140	Synechococcaceae cyanobacterium SM1_2_3
4.2.1.116	A0A563VRQ7	Unknown	PF00378	Hyella patelloides LEGE 07179
6.4.1.2	A0A6M0BEM7	Unknown	PF01039	Moorena sp. SIO3I6
6.4.1.2	A0A6M0BEM7	Unknown	PF17848	Moorena sp. SIO3I6
6.4.1.2	A0A6P1ZR27	Unknown	PF01039	Nodularia sp.
6.4.1.2	A0A6P1ZR27	Unknown	PF17848	Nodularia sp.
6.4.1.2	A0A846BTG7	Unknown	PF01039	Symploca sp. SIO1B1
6.4.1.2	A0A846BTG7	Unknown	PF17848	Symploca sp. SIO1B1
6.4.1.2	A0A969C8C8	Unknown	PF01039	Synechococcales cyanobacterium RU_4_20
6.4.1.2	A0A969C8C8	Unknown	PF17848	Synechococcales cyanobacterium RU_4_20
6.4.1.2	A0A9E6UZU6	Unknown	PF01039	Nostocales cyanobacterium
6.4.1.2	A0A9E6UZU6	Unknown	PF17848	Nostocales cyanobacterium
6.4.1.2	A0A6P0SWG8	Unknown	PF01039	Moorena sp. SIO2I5
6.4.1.2	A0A6P0SWG8	Unknown	PF17848	Moorena sp. SIO2I5
6.4.1.2	A0A7X3TEG1	Unknown	PF01039	Synechococcus sp. SB0668_bin_13
6.4.1.2	A0A7X3TEG1	Unknown	PF17848	Synechococcus sp. SB0668_bin_13
6.4.1.2	A0A7X6HSM9	Unknown	PF01039	Microcoleus sp. SU_5_6
6.4.1.2	A0A7X6HSM9	Unknown	PF17848	Microcoleus sp. SU_5_6
6.4.1.2	A0A3M1LEH1	Unknown	PF01039	Cyanobacteria bacterium J083
6.4.1.2	A0A3M1LEH1	Unknown	PF17848	Cyanobacteria bacterium J083
6.4.1.2	A0A956TYC6	Unknown	PF01039	Cyanobacteria bacterium HKST-UBA06
6.4.1.2	A0ABD4T3W1	Unknown	No Pfam	Lyngbya confervoides BDU141951
6.4.1.2	A0A6M0B6A9	Unknown	PF03255	Moorena sp. SIO3I6
6.4.1.2	A0A6P0S7A5	Unknown	PF00289	Symploca sp. SIO2D2
6.4.1.2	A0A6P0S7A5	Unknown	PF02786	Symploca sp. SIO2D2
6.4.1.2	A0A956QWV1	Unknown	PF00289	Cyanobacteria bacterium HKST-UBA02
6.4.1.2	A0A956QWV1	Unknown	PF02786	Cyanobacteria bacterium HKST-UBA02
6.4.1.2	A0ABD4SY91	Unknown	No Pfam	Lyngbya confervoides BDU141951
6.4.1.2	A0A353WGK4	Unknown	No Pfam	Cyanobacteria bacterium UBA9579
6.4.1.2	A0A354AXK8	Unknown	PF00289	Synechococcales bacterium UBA10510
6.4.1.2	A0A354AXK8	Unknown	PF02786	Synechococcales bacterium UBA10510
6.4.1.2	A0A354WLG3	Unknown	PF00289	Planktothrix sp. UBA10369
6.4.1.2	A0A354WLG3	Unknown	PF02786	Planktothrix sp. UBA10369
6.4.1.2	A0A6N3X1Z6	Unknown	No Pfam	Candidatus Synechococcus spongiarum 142
6.4.1.2	A0A968UFG8	Unknown	PF00289	Hydrococcus sp. SU_1_0
6.4.1.2	A0ABD4T338	Unknown	No Pfam	Lyngbya confervoides BDU141951
6.4.1.2	A3IMV1	Unknown	No Pfam	Crocosphaera chwakensis CCY0110
6.4.1.2	A0A3C1RLW2	Unknown	PF00289	Planktothrix sp. UBA8407
6.4.1.2	A0A3C1RLW2	Unknown	PF02786	Planktothrix sp. UBA8407
6.4.1.2	A0A3D0PBE3	Unknown	PF00289	Synechococcales bacterium UBA8647
6.4.1.2	A0A3D0PBE3	Unknown	PF02786	Synechococcales bacterium UBA8647
6.4.1.2	A0A956ZCF5	Unknown	PF00364	Cyanobacteria bacterium HKST-UBA01
1.3.5.1	A0A846SVX3	Fumarate reductase flavoprotein subunit	PF00890	Synechococcaceae cyanobacterium SM1_2_3
1.3.5.1	A0A846SVX3	Fumarate reductase flavoprotein subunit	PF02910	Synechococcaceae cyanobacterium SM1_2_3
1.3.5.1	A0A0D6AAC9	Succinate dehydrogenase flavoprotein subunit	PF00890	Geminocystis sp. NIES-3708
1.3.5.1	A0A0D6AAC9	Succinate dehydrogenase flavoprotein subunit	PF02910	Geminocystis sp. NIES-3708
1.3.5.1	A0A6B3M7B8	Succinate dehydrogenase flavoprotein subunit	PF00890	Symploca sp. SIO2E9
1.3.5.1	A0A6B3M7B8	Succinate dehydrogenase flavoprotein subunit	PF02910	Symploca sp. SIO2E9
1.3.5.1	A0A6J4VNK4	Fumarate reductase iron-sulfur subunit	PF00504	uncultured Synechococcales cyanobacterium
1.3.5.1	A0A6J4VNK4	Fumarate reductase iron-sulfur subunit	PF13085	uncultured Synechococcales cyanobacterium
1.3.5.1	A0A6J4VNK4	Fumarate reductase iron-sulfur subunit	PF13183	uncultured Synechococcales cyanobacterium
1.3.5.1	A0A6P0KEF5	Succinate dehydrogenase flavoprotein subunit	PF00890	Symploca sp. SIO3C6
1.3.5.1	A0A6P0KEF5	Succinate dehydrogenase flavoprotein subunit	PF02910	Symploca sp. SIO3C6
1.3.5.1	A0A841WH79	Succinate dehydrogenase flavoprotein subunit	PF00890	Nostoc sp. 2RC
1.3.5.1	A0A841WH79	Succinate dehydrogenase flavoprotein subunit	PF02910	Nostoc sp. 2RC
1.3.5.1	A0A846SV15	Succinate dehydrogenase iron-sulfur subunit	PF13085	Synechococcaceae cyanobacterium SM1_2_3
1.3.5.1	A0A846SV15	Succinate dehydrogenase iron-sulfur subunit	PF13534	Synechococcaceae cyanobacterium SM1_2_3
1.3.5.1	A0A856MQG3	Succinate dehydrogenase flavoprotein subunit	PF00890	Brasilonema sennae CENA114
1.3.5.1	A0A856MQG3	Succinate dehydrogenase flavoprotein subunit	PF02910	Brasilonema sennae CENA114
1.3.5.1	A0A920GA37	Succinate dehydrogenase iron-sulfur subunit	PF13085	Prochlorococcus sp
1.3.5.1	A0A920GA37	Succinate dehydrogenase iron-sulfur subunit	PF13534	Prochlorococcus sp
1.3.5.1	A0A939KUG9	Succinate dehydrogenase flavoprotein subunit	PF00890	Hormoscilla sp. GUM202
1.3.5.1	A0A939KUG9	Succinate dehydrogenase flavoprotein subunit	PF02910	Hormoscilla sp. GUM202
1.3.5.1	A0A9D7VFN3	Succinate dehydrogenase flavoprotein subunit	PF00890	Nostoc sp. GBBB01
1.3.5.1	A0A9D7VFN3	Succinate dehydrogenase flavoprotein subunit	PF02910	Nostoc sp. GBBB01
1.3.5.1	A0A9Q5ZCJ0	Succinate dehydrogenase flavoprotein subunit	PF00890	Nostoc linckia z8
1.3.5.1	A0A9Q5ZCJ0	Succinate dehydrogenase flavoprotein subunit	PF02910	Nostoc linckia z8
1.3.5.1	G5J171	Fumarate reductase iron-sulfur subunit	PF13085	Crocosphaera watsonii WH 0003
1.3.5.1	G5J171	Fumarate reductase iron-sulfur subunit	PF13183	Crocosphaera watsonii WH 0003
1.3.5.1	K9WG01	Succinate dehydrogenase flavoprotein subunit	PF00890	Allocoleopsis franciscana PCC 7113
1.3.5.1	K9WG01	Succinate dehydrogenase flavoprotein subunit	PF02910	Allocoleopsis franciscana PCC 7113
1.3.5.1	P73479	Succinate dehydrogenase flavoprotein subunit	PF00890	Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa)
1.3.5.1	P73479	Succinate dehydrogenase flavoprotein subunit	PF02910	Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa)
1.3.5.1	Q7NCN4	Fumarate reductase iron-sulfur subunit	PF13085	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)
1.3.5.1	Q7NCN4	Fumarate reductase iron-sulfur subunit	PF13183	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)
1.3.5.1	U5QBN3	Fumarate reductase iron-sulfur subunit	PF13085	Gloeobacter kilaueensis (strain ATCC BAA-2537 / CCAP 1431/1 / ULC 316 / JS1)
1.3.5.1	U5QBN3	Fumarate reductase iron-sulfur subunit	PF13183	Gloeobacter kilaueensis (strain ATCC BAA-2537 / CCAP 1431/1 / ULC 316 / JS1)
1.3.5.1	A0A1T4ZH39	Succinate dehydrogenase flavoprotein subunit	PF00890	Planktothrix sp. PCC 11201
1.3.5.1	A0A1T4ZH39	Succinate dehydrogenase flavoprotein subunit	PF02910	Planktothrix sp. PCC 11201
1.3.5.1	A0A3M9ZCD7	Succinate dehydrogenase flavoprotein subunit	PF00890	Leptolyngbya sp. IPPAS B-1204
1.3.5.1	A0A3M9ZCD7	Succinate dehydrogenase flavoprotein subunit	PF02910	Leptolyngbya sp. IPPAS B-1204
1.3.5.1	A0A7Z9BUF9	Succinate dehydrogenase flavoprotein subunit	PF00890	Planktothrix paucivesiculata PCC 9631
1.3.5.1	A0A7Z9BUF9	Succinate dehydrogenase flavoprotein subunit	PF02910	Planktothrix paucivesiculata PCC 9631
1.3.5.1	A0A920KSA3	Succinate dehydrogenase flavoprotein subunit	PF00890	Prochlorococcus sp
1.3.5.1	A0A920KSA3	Succinate dehydrogenase flavoprotein subunit	PF02910	Prochlorococcus sp
1.3.5.1	A0A0M2PSI7	Succinate dehydrogenase iron-sulfur subunit	PF13085	Prochlorothrix hollandica PCC 9006 = CALU 1027
1.3.5.1	A0A0M2PSI7	Succinate dehydrogenase iron-sulfur subunit	PF13183	Prochlorothrix hollandica PCC 9006 = CALU 1027
1.3.5.1	A0A0M2PYM6	Succinate dehydrogenase flavoprotein subunit	PF00890	Prochlorothrix hollandica PCC 9006 = CALU 1027
1.3.5.1	A0A0M2PYM6	Succinate dehydrogenase flavoprotein subunit	PF02910	Prochlorothrix hollandica PCC 9006 = CALU 1027
1.3.5.1	A0A367QCR0	Succinate dehydrogenase flavoprotein subunit	PF00890	Nostoc minutum NIES-26
1.3.5.1	A0A367QCR0	Succinate dehydrogenase flavoprotein subunit	PF02910	Nostoc minutum NIES-26
1.3.5.1	A0A6P0NNH0	Succinate dehydrogenase flavoprotein subunit	PF00890	Okeania sp. SIO2C2
1.3.5.1	A0A6P0NNH0	Succinate dehydrogenase flavoprotein subunit	PF02910	Okeania sp. SIO2C2
1.1.1.298	A0AA40VUU8	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Komarekiella delphini-convector SJRDD-AB1
1.1.1.298	A0A1Z4KWQ4	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Trichormus variabilis NIES-23
1.1.1.298	A0A6L9YXD1	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Moorena sp. SIO4A3
1.1.1.298	A0A6L9YXD1	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF13649	Moorena sp. SIO4A3
1.1.1.298	A0A926TQI3	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Leptolyngbya sp. FACHB-321
1.1.1.298	A0A1Z4M252	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	Calothrix parasitica NIES-267
1.1.1.298	A0A8J7AE34	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	PF00106	aff. Roholtiella sp. LEGE 12411
5.1.99.1	A0A956U7Y4	Unknown	PF13669	Cyanobacteria bacterium HKST-UBA01
5.1.99.1	A0A0N7Z562	Unknown	PF00903	Leptolyngbya sp. NIES-2104
5.1.99.1	A0A968TW56	Unknown	PF13669	Calothrix sp. SM1_5_4
5.1.99.1	A0A949IDS5	Unknown	PF13669	Cyanobacteria bacterium REEB67
